chrom,start,end,build_region_index,peak_h1:ezh2
chr14,30571000,30572000,567371,False
chr5,61533000,61534000,1525493,False
chr3,170369000,170370000,1330805,False
chr2,190308000,190309000,1057198,False
chr13,65388000,65389000,523585,False
chr2,53403000,53404000,960165,False
chr14,105919000,105920000,626154,False
chr6,30599000,30600000,1641968,False
chr5,56501000,56502000,1521385,False
chr12,31877000,31878000,410757,False
chr3,67141000,67142000,1258158,False
chr7,34362000,34363000,1772897,False
chr21,17517000,17518000,1153077,False
chr2,81714000,81715000,981890,False
chr1,11438000,11439000,9434,False
chr3,117205000,117206000,1289375,False
chr6,148884000,148885000,1727297,False
chr7,118089000,118090000,1832513,False
chr15,37507000,37508000,637202,False
chr4,76372000,76373000,1403706,False
chr11,92497000,92498000,352261,False
chr1,236524000,236525000,174161,True
chr5,119562000,119563000,1567296,False
chr9,96641000,96642000,2024787,False
chrX,865000,866000,2059879,False
chr3,61658000,61659000,1253620,False
chr1,221851000,221852000,161040,False
chr22,40245000,40246000,1196085,False
chr16,80841000,80842000,742725,False
chr1,43326000,43327000,37455,False
chr14,54219000,54220000,584167,True
chr1,39770000,39771000,34259,True
chr7,126405000,126406000,1838263,False
chr2,196238000,196239000,1061348,False
chr10,632000,633000,184521,False
chr11,96340000,96341000,355452,False
chr6,75808000,75809000,1674035,False
chr6,110804000,110805000,1697762,False
chr10,123687000,123688000,278912,False
chr3,60152000,60153000,1252498,False
chr19,21134000,21135000,890526,False
chr8,29490000,29491000,1886644,False
chr7,74328000,74329000,1798915,False
chr10,73841000,73842000,238907,False
chr12,13178000,13179000,396320,False
chr21,31378000,31379000,1162127,False
chr10,62193000,62194000,229648,False
chr17,77319000,77320000,812224,False
chr8,133224000,133225000,1963382,False
chr20,8802000,8803000,1105784,False
chr5,118563000,118564000,1566508,False
chrY,4051000,4052000,2135701,False
chr5,38846000,38847000,1511409,True
chr15,25696000,25697000,629131,False
chr13,35593000,35594000,502623,False
chr10,117059000,117060000,273217,False
chr10,99690000,99691000,259645,False
chr20,36545000,36546000,1125160,False
chr14,69536000,69537000,596868,False
chr1,4800000,4801000,3582,False
chr8,29612000,29613000,1886754,False
chr3,32500000,32501000,1229735,False
chr20,13465000,13466000,1109366,False
chr1,159529000,159530000,109908,False
chr7,26403000,26404000,1766105,False
chr2,105450000,105451000,995553,False
chr4,182736000,182737000,1476433,False
chr8,78322000,78323000,1921021,False
chr2,3875000,3876000,921309,False
chr12,65739000,65740000,434910,False
chr10,59252000,59253000,227158,False
chr10,31370000,31371000,209978,False
chr2,33557000,33558000,945225,False
chr3,4916000,4917000,1208485,False
chr7,144861000,144862000,1853698,False
chr16,55397000,55398000,723559,False
chr10,107575000,107576000,265940,False
chr8,80563000,80564000,1922733,False
chr11,17313000,17314000,301099,False
chr4,105372000,105373000,1424157,False
chr1,120068000,120069000,97988,False
chr6,28245000,28246000,1640046,False
chr1,226255000,226256000,164850,False
chr2,70792000,70793000,974396,False
chr7,15240000,15241000,1757064,False
chr9,70306000,70307000,2003716,False
chr4,181570000,181571000,1475534,False
chr2,101002000,101003000,992232,False
chr9,86792000,86793000,2016257,False
chr9,30982000,30983000,1993648,False
chr2,167991000,167992000,1039602,False
chr5,138248000,138249000,1581952,False
chr3,8433000,8434000,1210783,False
chr5,150567000,150568000,1592164,False
chr3,151931000,151932000,1317181,False
chrX,134778000,134779000,2125384,False
chr14,39350000,39351000,574614,False
chr3,188838000,188839000,1346182,False
chr15,31659000,31660000,633108,False
chr9,126665000,126666000,2048642,False
chr1,174921000,174922000,122718,False
chr1,240812000,240813000,177578,False
chr6,150790000,150791000,1729026,False
chr22,45467000,45468000,1200767,False
chr2,121284000,121285000,1006565,True
chr7,102076000,102077000,1819964,False
chr1,157834000,157835000,108705,False
chr7,87774000,87775000,1808721,False
chr2,10046000,10047000,926090,False
chr14,51451000,51452000,581876,False
chr2,50175000,50176000,958346,False
chr10,103132000,103133000,262771,False
chr4,125215000,125216000,1438014,False
chr1,201821000,201822000,143995,False
chr2,143981000,143982000,1022164,False
chr2,205126000,205127000,1068679,False
chr10,3969000,3970000,187357,False
chr20,25206000,25207000,1118760,False
chr10,26485000,26486000,205712,False
chr3,117247000,117248000,1289402,False
chr8,89977000,89978000,1928995,False
chr9,1871000,1872000,1974340,False
chr2,200463000,200464000,1064657,False
chrX,20857000,20858000,2072537,False
chr14,103122000,103123000,623599,True
chr8,118994000,118995000,1951427,False
chr2,57444000,57445000,963337,False
chr4,128378000,128379000,1440162,False
chr19,34346000,34347000,897963,False
chr5,9521000,9522000,1489771,False
chr10,104535000,104536000,264056,False
chr2,187883000,187884000,1055297,False
chr1,189902000,189903000,134929,False
chr11,17649000,17650000,301391,False
chr10,62724000,62725000,230073,False
chr7,131898000,131899000,1843014,False
chr3,89381000,89382000,1272352,False
chr7,134858000,134859000,1845647,False
chr2,238879000,238880000,1095672,False
chr15,74454000,74455000,668002,False
chr7,33055000,33056000,1771837,False
chr2,142823000,142824000,1021259,False
chr4,109415000,109416000,1427199,False
chr4,159793000,159794000,1461966,False
chr12,9064000,9065000,392960,True
chr4,128607000,128608000,1440355,False
chr17,4779000,4780000,755103,False
chr10,124779000,124780000,279904,False
chr17,82864000,82865000,817403,False
chr6,124793000,124794000,1707800,False
chr10,129051000,129052000,283453,False
chr10,100510000,100511000,260376,False
chr6,72679000,72680000,1671683,False
chr8,18801000,18802000,1877732,False
chr16,46391000,46392000,716301,False
chrX,73588000,73589000,2097371,False
chr20,32884000,32885000,1121799,False
chr7,44498000,44499000,1781273,False
chr19,42668000,42669000,905033,False
chr22,32000000,32001000,1188976,False
chr5,149064000,149065000,1590768,False
chr9,137055000,137056000,2058302,False
chr5,4697000,4698000,1486018,False
chr2,106161000,106162000,996180,False
chrX,22882000,22883000,2073583,False
chr2,43063000,43064000,952400,False
chr5,16511000,16512000,1495276,False
chr4,43797000,43798000,1384771,False
chr1,56557000,56558000,48630,False
chr7,108003000,108004000,1824929,True
chr5,136640000,136641000,1580628,False
chr2,195957000,195958000,1061123,False
chr3,101338000,101339000,1277837,False
chr1,209220000,209221000,150597,False
chr3,186224000,186225000,1343889,False
chr14,64530000,64531000,592560,False
chr18,35498000,35499000,840378,False
chr5,64033000,64034000,1527185,False
chr12,68622000,68623000,437403,False
chr9,15075000,15076000,1983248,False
chr18,74309000,74310000,867571,False
chr1,182677000,182678000,129189,False
chr19,55057000,55058000,915406,False
chr21,27359000,27360000,1159130,False
chr8,16248000,16249000,1875754,False
chr5,95192000,95193000,1550127,False
chr9,122536000,122537000,2044965,False
chr13,113591000,113592000,558929,False
chr10,22395000,22396000,202484,False
chr7,15495000,15496000,1757235,False
chr8,18303000,18304000,1877355,False
chr12,123200000,123201000,480948,False
chr11,4926000,4927000,291108,False
chr21,14359000,14360000,1150737,False
chr8,96160000,96161000,1933889,True
chr15,59548000,59549000,654668,False
chr15,39038000,39039000,638310,False
chr8,120589000,120590000,1952711,False
chr5,37607000,37608000,1510340,False
chr21,22397000,22398000,1155879,False
chr2,67833000,67834000,971732,False
chr2,112503000,112504000,1000501,False
chr11,8619000,8620000,293759,False
chr3,192744000,192745000,1349185,False
chr11,128902000,128903000,380362,True
chr2,14225000,14226000,929354,False
chr5,83123000,83124000,1541819,False
chr1,175601000,175602000,123315,False
chr12,62008000,62009000,431768,False
chr2,235351000,235352000,1092557,False
chr18,26163000,26164000,833839,False
chr3,152938000,152939000,1318041,False
chr12,93916000,93917000,456051,False
chr12,52823000,52824000,424784,False
chr6,17227000,17228000,1631047,False
chrX,74754000,74755000,2098080,False
chr14,99999000,100000000,620777,False
chr9,75114000,75115000,2007184,False
chr4,130708000,130709000,1441665,False
chr6,5435000,5436000,1620653,False
chr21,35963000,35964000,1166164,False
chr14,60558000,60559000,589379,False
chr5,12944000,12945000,1492385,False
chr2,52571000,52572000,959692,False
chr1,204378000,204379000,146373,True
chr4,78595000,78596000,1405534,False
chr7,107410000,107411000,1824405,False
chr1,106266000,106267000,86560,False
chr11,101930000,101931000,358897,False
chr12,8183000,8184000,392273,False
chrX,29888000,29889000,2076988,False
chr4,145278000,145279000,1451128,False
chr18,13463000,13464000,828357,False
chr7,132334000,132335000,1843389,False
chr1,173718000,173719000,121707,False
chr18,70358000,70359000,865201,False
chr10,43689000,43690000,216769,True
chr1,86987000,86988000,72296,False
chrX,78555000,78556000,2099687,False
chr11,91349000,91350000,351494,False
chr11,76690000,76691000,341352,False
chr2,66696000,66697000,970897,False
chr12,49041000,49042000,421328,False
chr5,137780000,137781000,1581529,False
chr14,53411000,53412000,583540,False
chr10,106840000,106841000,265478,False
chr6,2641000,2642000,1618080,False
chr15,62921000,62922000,657464,False
chr5,77025000,77026000,1536607,False
chr2,20634000,20635000,934422,False
chr5,77193000,77194000,1536747,False
chr9,83485000,83486000,2013566,False
chr3,184491000,184492000,1342338,True
chr8,30547000,30548000,1887588,False
chr6,32245000,32246000,1643402,False
chr17,34441000,34442000,775709,False
chr1,24848000,24849000,20994,True
chr11,107651000,107652000,362991,False
chr15,38454000,38455000,637853,True
chr15,31470000,31471000,632964,False
chr2,81904000,81905000,981966,False
chr6,124814000,124815000,1707811,False
chr11,80631000,80632000,344621,False
chr14,23900000,23901000,563199,False
chr12,69585000,69586000,438285,False
chr1,179031000,179032000,126032,False
chr12,122037000,122038000,479875,False
chr3,21444000,21445000,1221561,False
chr5,137589000,137590000,1581358,False
chr6,87164000,87165000,1681428,False
chr5,81992000,81993000,1540918,False
chr4,171785000,171786000,1469359,False
chr18,55211000,55212000,854291,False
chrX,100884000,100885000,2107342,False
chr6,15908000,15909000,1629838,False
chr9,73467000,73468000,2006141,False
chr11,81204000,81205000,344984,False
chr10,3662000,3663000,187070,False
chr5,123652000,123653000,1570194,False
chr7,32909000,32910000,1771707,False
chr8,76865000,76866000,1920117,False
chr1,55222000,55223000,47476,False
chr1,43918000,43919000,37999,False
chr5,177153000,177154000,1612344,False
chr1,101913000,101914000,84343,False
chr18,13681000,13682000,828553,False
chr10,101282000,101283000,261067,False
chr5,143112000,143113000,1586252,False
chr11,35668000,35669000,314054,False
chr3,163740000,163741000,1326257,False
chr12,80612000,80613000,446401,False
chr6,3276000,3277000,1618676,False
chr6,11770000,11771000,1626016,False
chr2,77957000,77958000,979819,False
chrX,136300000,136301000,2126305,False
chr6,66926000,66927000,1667959,False
chr4,138845000,138846000,1446225,False
chr19,624000,625000,872693,False
chr2,125022000,125023000,1009020,False
chr18,79631000,79632000,871750,False
chr10,55700000,55701000,224984,False
chr8,31285000,31286000,1888222,False
chr9,124487000,124488000,2046668,False
chr1,50418000,50419000,43135,True
chr4,109001000,109002000,1426874,False
chr5,99864000,99865000,1553549,False
chr11,77964000,77965000,342506,False
chr6,20477000,20478000,1633633,False
chr8,40761000,40762000,1894806,False
chr9,126327000,126328000,2048329,True
chr8,105952000,105953000,1942220,False
chr3,95584000,95585000,1273986,False
chr5,77950000,77951000,1537383,False
chr5,125259000,125260000,1571541,False
chr1,85577000,85578000,71213,True
chr16,31407000,31408000,715104,False
chr3,78499000,78500000,1266060,False
chr11,40292000,40293000,316898,False
chr17,77008000,77009000,811933,False
chrX,123165000,123166000,2119163,False
chr11,126855000,126856000,378867,False
chr6,75748000,75749000,1673979,True
chr6,160709000,160710000,1737298,False
chr10,8981000,8982000,191664,False
chr2,39581000,39582000,949719,False
chr20,49897000,49898000,1136803,False
chr16,87593000,87594000,748715,False
chr2,171960000,171961000,1043068,False
chr1,245028000,245029000,181019,False
chr2,178009000,178010000,1048230,False
chr16,25080000,25081000,710348,False
chr2,144481000,144482000,1022584,False
chr1,246183000,246184000,182041,False
chr5,133016000,133017000,1577458,False
chr13,103836000,103837000,551380,False
chr3,111785000,111786000,1285244,False
chr8,11708000,11709000,1873030,True
chr17,67564000,67565000,803629,False
chr9,85852000,85853000,2015454,False
chr20,8421000,8422000,1105475,False
chr8,140934000,140935000,1969304,False
chr7,44436000,44437000,1781214,False
chr8,81389000,81390000,1923471,False
chr2,236679000,236680000,1093716,False
chr15,96560000,96561000,686283,False
chr3,129500000,129501000,1299442,False
chr8,119514000,119515000,1951789,False
chr12,46601000,46602000,419245,False
chrX,71411000,71412000,2096278,False
chr1,16407000,16408000,13424,False
chr12,99884000,99885000,460777,False
chr4,95360000,95361000,1417617,False
chr4,123325000,123326000,1436619,False
chr20,5207000,5208000,1103103,False
chr15,53809000,53810000,650173,False
chr14,70088000,70089000,597371,False
chr1,217484000,217485000,157397,False
chr2,225580000,225581000,1084608,False
chr10,122579000,122580000,278023,False
chr15,25937000,25938000,629322,False
chr21,20095000,20096000,1154577,False
chr1,4006000,4007000,2980,False
chr4,110468000,110469000,1428053,False
chr10,36928000,36929000,214662,False
chr5,102119000,102120000,1554887,False
chr12,88010000,88011000,451196,False
chr6,53898000,53899000,1661639,False
chr20,41275000,41276000,1129195,False
chr9,123448000,123449000,2045722,False
chr4,121191000,121192000,1435023,False
chr3,181471000,181472000,1339722,False
chr8,14852000,14853000,1874929,False
chr2,214786000,214787000,1075570,False
chr1,158431000,158432000,109180,False
chr1,168224000,168225000,117190,False
chr15,52696000,52697000,649447,False
chr4,11441000,11442000,1363311,False
chr13,110388000,110389000,556248,False
chr11,109401000,109402000,364419,False
chr3,119319000,119320000,1290753,False
chr19,20558000,20559000,890169,False
chr10,100731000,100732000,260576,True
chr2,196301000,196302000,1061410,False
chr9,97741000,97742000,2025689,True
chr12,20115000,20116000,401414,False
chr18,11412000,11413000,826622,False
chr1,180186000,180187000,127044,False
chr6,98581000,98582000,1688677,False
chr15,28860000,28861000,631129,False
chr14,106129000,106130000,626291,False
chr9,2448000,2449000,1974803,False
chr10,21588000,21589000,201760,False
chr19,3769000,3770000,875666,False
chr20,49470000,49471000,1136396,False
chr3,173147000,173148000,1333296,False
chr4,63081000,63082000,1395265,False
chr9,129115000,129116000,2050876,False
chr5,103910000,103911000,1556227,False
chr2,109411000,109412000,998551,False
chr12,58880000,58881000,429918,False
chr7,12392000,12393000,1755041,False
chr5,169867000,169868000,1606008,False
chr5,61497000,61498000,1525464,False
chr15,38270000,38271000,637719,False
chr7,11493000,11494000,1754426,False
chr21,22932000,22933000,1156171,False
chr5,140044000,140045000,1583611,False
